OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
419,3,Clare,118817,2020/03/16 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
420,4,Cork,542868,2020/03/16 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
421,5,Donegal,159192,2020/03/16 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
422,6,Dublin,1347359,2020/03/16 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
423,7,Galway,258058,2020/03/16 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
424,8,Kerry,147707,2020/03/16 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
425,9,Kildare,222504,2020/03/16 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
426,10,Kilkenny,99232,2020/03/16 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
427,11,Laois,84697,2020/03/16 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
428,12,Leitrim,32044,2020/03/16 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
429,13,Limerick,194899,2020/03/16 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
430,14,Longford,40873,2020/03/16 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
431,15,Louth,128884,2020/03/16 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
432,16,Mayo,130507,2020/03/16 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
433,17,Meath,195044,2020/03/16 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
434,18,Monaghan,61386,2020/03/16 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
435,19,Offaly,77961,2020/03/16 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
436,20,Roscommon,64544,2020/03/16 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
437,21,Sligo,65535,2020/03/16 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
438,22,Tipperary,159553,2020/03/16 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
439,23,Waterford,116176,2020/03/16 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
440,24,Westmeath,88770,2020/03/16 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
441,25,Wexford,149722,2020/03/16 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
442,26,Wicklow,142425,2020/03/16 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
443,1,Carlow,56932,2020/03/17 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
444,2,Cavan,76176,2020/03/17 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
445,3,Clare,118817,2020/03/17 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
446,4,Cork,542868,2020/03/17 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
447,5,Donegal,159192,2020/03/17 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
448,6,Dublin,1347359,2020/03/17 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
449,7,Galway,258058,2020/03/17 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
450,8,Kerry,147707,2020/03/17 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
451,9,Kildare,222504,2020/03/17 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
452,10,Kilkenny,99232,2020/03/17 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
453,11,Laois,84697,2020/03/17 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
454,12,Leitrim,32044,2020/03/17 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
455,13,Limerick,194899,2020/03/17 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
456,14,Longford,40873,2020/03/17 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
457,15,Louth,128884,2020/03/17 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
458,16,Mayo,130507,2020/03/17 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
459,17,Meath,195044,2020/03/17 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
460,18,Monaghan,61386,2020/03/17 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
461,19,Offaly,77961,2020/03/17 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
462,20,Roscommon,64544,2020/03/17 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
463,21,Sligo,65535,2020/03/17 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
464,22,Tipperary,159553,2020/03/17 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
465,23,Waterford,116176,2020/03/17 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
466,24,Westmeath,88770,2020/03/17 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
467,25,Wexford,149722,2020/03/17 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
468,26,Wicklow,142425,2020/03/17 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
469,1,Carlow,56932,2020/03/18 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
470,2,Cavan,76176,2020/03/18 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
471,3,Clare,118817,2020/03/18 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
472,4,Cork,542868,2020/03/18 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
473,5,Donegal,159192,2020/03/18 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
474,6,Dublin,1347359,2020/03/18 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
475,7,Galway,258058,2020/03/18 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
476,8,Kerry,147707,2020/03/18 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
477,9,Kildare,222504,2020/03/18 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
478,10,Kilkenny,99232,2020/03/18 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
479,11,Laois,84697,2020/03/18 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
480,12,Leitrim,32044,2020/03/18 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
481,13,Limerick,194899,2020/03/18 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
482,14,Longford,40873,2020/03/18 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
483,15,Louth,128884,2020/03/18 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
484,16,Mayo,130507,2020/03/18 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
485,17,Meath,195044,2020/03/18 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
486,18,Monaghan,61386,2020/03/18 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
487,19,Offaly,77961,2020/03/18 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
488,20,Roscommon,64544,2020/03/18 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
489,21,Sligo,65535,2020/03/18 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
490,22,Tipperary,159553,2020/03/18 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
491,23,Waterford,116176,2020/03/18 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
492,24,Westmeath,88770,2020/03/18 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
493,25,Wexford,149722,2020/03/18 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
494,26,Wicklow,142425,2020/03/18 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
495,1,Carlow,56932,2020/03/19 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
496,2,Cavan,76176,2020/03/19 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
497,3,Clare,118817,2020/03/19 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
498,4,Cork,542868,2020/03/19 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
499,5,Donegal,159192,2020/03/19 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
500,6,Dublin,1347359,2020/03/19 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
501,7,Galway,258058,2020/03/19 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
502,8,Kerry,147707,2020/03/19 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
503,9,Kildare,222504,2020/03/19 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
504,10,Kilkenny,99232,2020/03/19 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
505,11,Laois,84697,2020/03/19 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
506,12,Leitrim,32044,2020/03/19 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
507,13,Limerick,194899,2020/03/19 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
508,14,Longford,40873,2020/03/19 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
509,15,Louth,128884,2020/03/19 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
510,16,Mayo,130507,2020/03/19 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
511,17,Meath,195044,2020/03/19 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
512,18,Monaghan,61386,2020/03/19 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
513,19,Offaly,77961,2020/03/19 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
514,20,Roscommon,64544,2020/03/19 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
515,21,Sligo,65535,2020/03/19 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
516,22,Tipperary,159553,2020/03/19 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
517,23,Waterford,116176,2020/03/19 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
518,24,Westmeath,88770,2020/03/19 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
519,25,Wexford,149722,2020/03/19 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
520,26,Wicklow,142425,2020/03/19 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
521,1,Carlow,56932,2020/03/20 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,0,,,,319348.572538664,2432351721.08439
522,2,Cavan,76176,2020/03/20 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,0,,,,515954.496459225,5575009910.82163
523,3,Clare,118817,2020/03/20 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,0,,,,1013948.95023179,8722541705.68269
524,4,Cork,542868,2020/03/20 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,0,,,,2129949.40863365,19529490885.5341
525,5,Donegal,159192,2020/03/20 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,0,,,,2145085.77438756,14624041936.8887
526,6,Dublin,1347359,2020/03/20 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,0,,,,449433.53182733,2612632654.59451
527,7,Galway,258058,2020/03/20 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,0,,,,1972288.28611619,17079158586.253
528,8,Kerry,147707,2020/03/20 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,0,,,,1753779.81860439,12483603408.0519
529,9,Kildare,222504,2020/03/20 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,0,,,,422182.036778848,4726063621.61779
530,10,Kilkenny,99232,2020/03/20 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,0,,,,453397.572162214,5585391835.07863
531,11,Laois,84697,2020/03/20 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,0,,,,398512.462211564,4731211499.45007
532,12,Leitrim,32044,2020/03/20 00:00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,0,,,,453253.685043119,4618679672.90058
533,13,Limerick,194899,2020/03/20 00:00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,0,,,,673892.690484704,7206726911.85935
534,14,Longford,40873,2020/03/20 00:00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,0,,,,315245.172822004,3097977868.80369
535,15,Louth,128884,2020/03/20 00:00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,0,,,,352203.517153586,2386326963.30641
536,16,Mayo,130507,2020/03/20 00:00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,0,,,,2101964.07657907,16036984139.0268
537,17,Meath,195044,2020/03/20 00:00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,0,,,,554844.750540487,6658570745.56814
538,18,Monaghan,61386,2020/03/20 00:00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,0,,,,392803.047266062,3768943156.93708
539,19,Offaly,77961,2020/03/20 00:00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,0,,,,561440.378583655,5558826350.06292
540,20,Roscommon,64544,2020/03/20 00:00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,0,,,,622494.154575241,7278743875.74053
541,21,Sligo,65535,2020/03/20 00:00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,0,,,,682286.870285504,5348370378.15199
542,22,Tipperary,159553,2020/03/20 00:00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,0,,,,781276.579658178,11551196729.2754
543,23,Waterford,116176,2020/03/20 00:00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,0,,,,643184.903993029,4848379554.98393
544,24,Westmeath,88770,2020/03/20 00:00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,0,,,,422669.332716032,5208705730.29998
545,25,Wexford,149722,2020/03/20 00:00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,0,,,,589324.476745023,6332221063.42107
546,26,Wicklow,142425,2020/03/20 00:00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,0,,,,427539.198566779,5580728578.64434
547,1,Carlow,56932,2020/03/21 00:00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,3,5.26944424927984,,,319348.572538664,2432351721.08439
548,2,Cavan,76176,2020/03/21 00:00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,3,3.93824826717076,,,515954.496459225,5575009910.82163
549,3,Clare,118817,2020/03/21 00:00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,9,7.57467365780991,,,1013948.95023179,8722541705.68269
550,4,Cork,542868,2020/03/21 00:00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,104,19.1575115866104,,,2129949.40863365,19529490885.5341
551,5,Donegal,159192,2020/03/21 00:00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,8,5.02537815970652,,,2145085.77438756,14624041936.8887
552,6,Dublin,1347359,2020/03/21 00:00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,471,34.957275677826,,,449433.53182733,2612632654.59451
553,7,Galway,258058,2020/03/21 00:00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,33,12.787822892528,,,1972288.28611619,17079158586.253
554,8,Kerry,147707,2020/03/21 00:00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,12,8.12419181216868,,,1753779.81860439,12483603408.0519
555,9,Kildare,222504,2020/03/21 00:00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,23,10.3368928199044,,,422182.036778848,4726063621.61779
556,10,Kilkenny,99232,2020/03/21 00:00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,15,15.1160915833602,,,453397.572162214,5585391835.07863
557,11,Laois,84697,2020/03/21 00:00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,6,7.08407617743249,,,398512.462211564,4731211499.45007
